0,20.50,33.79,400
1,20.29,33.9,400
2,20.29,33.9,400
3,20.39,31.89,400
4,20.39,31.89,400
5,20.39,29.79,400
6,20.39,29.79,400
7,20.39,28.29,400
8,20.50,27.20,400
9,20.50,26.79,400
10,20.50,26.39,996
11,20.50,26.39,993
12,20.50,26.0,995
13,20.50,25.60,994
14,20.50,25.39,992
15,20.50,25.20,994
16,20.50,25.20,997
17,20.50,25.10,996
18,20.50,24.79,1001
19,20.60,24.70,1008
20,20.60,24.60,1012
21,20.60,24.60,1014
22,20.60,24.50,1015
23,20.60,24.39,1017
24,20.60,24.29,1016
25,20.60,24.20,1015
26,20.60,24.20,1017
27,20.70,24.29,1016
28,20.70,24.29,1014
29,20.70,24.20,1016
30,20.70,24.10,1020
31,20.70,24.10,1020
32,20.70,24.10,1021
33,20.70,24.0,1023
34,20.70,24.0,1023
35,20.70,24.0,1024
36,20.70,24.0,1026
37,20.79,23.89,1026
38,20.79,23.89,1030
39,20.79,23.89,1031
40,20.79,23.79,1030
41,20.79,23.79,1027
42,20.89,23.89,1025
43,20.79,23.79,1023
44,20.79,23.79,1023
45,20.79,23.70,1024
46,20.89,23.79,1026
47,20.89,23.79,1026
48,20.89,23.79,1025
49,20.89,23.79,1029
50,20.89,23.70,1031
51,20.89,23.70,1034
52,20.89,23.70,1036
53,20.89,23.70,1039
54,21.0,23.70,1035
55,21.0,23.70,1036
56,21.0,23.60,1033
57,21.0,23.60,1030
58,21.0,23.60,1027
59,21.0,23.60,1029
60,21.0,23.50,1028
61,21.0,23.50,1031
62,21.10,23.50,1033
63,21.10,23.50,1032
64,21.10,23.50,1033
65,21.10,23.50,1034
66,21.10,23.39,1035
67,21.10,23.29,1033
68,21.10,23.29,1034
69,21.10,23.29,1030
70,21.10,23.29,1029
71,21.10,23.29,1030
72,21.20,23.29,1027
73,21.10,23.20,1030
74,21.20,23.20,1031
75,21.20,23.20,1030
76,21.20,23.20,1028
77,21.20,23.10,1028
78,21.20,23.10,1027
79,21.20,23.10,1030
80,21.20,23.0,1028
81,21.20,23.0,1029
82,21.29,23.10,1028
83,21.29,23.10,1028
84,21.29,23.10,1024
85,21.29,23.10,1024
86,21.29,23.0,1024
87,21.39,23.0,1024
88,21.29,23.0,1024
89,21.39,23.0,1026
90,21.39,23.0,1025
91,21.39,23.0,1022
92,21.39,23.0,1022
93,21.39,23.0,1025
94,21.50,23.10,1023
95,21.39,23.0,1027
96,21.39,22.89,1033
97,21.50,23.0,1036
98,21.39,22.89,1033
99,21.50,23.0,1038
100,21.50,23.0,1036
101,21.50,22.89,1032
102,21.60,22.89,1033
103,21.50,22.89,1030
104,21.60,22.89,1029
105,21.50,22.79,1030
106,21.50,22.79,1035
107,21.60,22.79,1033
108,21.60,22.70,1033
109,21.60,22.70,1033
110,21.60,22.70,1032
111,21.70,22.70,1032
112,21.70,22.79,1030
113,21.70,22.70,1032
114,21.70,22.70,1033
115,21.70,22.70,1032
116,21.70,22.70,1031
117,21.70,22.70,1030
118,21.79,22.70,1032
119,21.70,22.70,1031
120,21.79,22.60,1029
121,21.79,22.60,1029
122,21.79,22.60,1027
123,21.79,22.60,1021
124,21.79,22.50,1022
125,21.79,22.50,1024
126,21.79,22.39,1024
127,21.89,22.50,1024
128,21.89,22.50,1026
129,21.89,22.39,1024
130,21.89,22.39,1024
131,21.89,22.39,1022
132,21.89,22.29,1022
133,21.89,22.29,1021
134,21.89,22.20,1022
135,22.0,22.20,1019
136,22.0,22.20,1019
137,22.0,22.10,1018
138,22.0,22.10,1012
139,22.0,22.10,1004
140,22.10,22.10,1006
141,22.0,22.10,1002
142,22.10,22.10,998
143,22.10,22.10,998
144,22.10,22.10,999
145,22.10,22.0,999
146,22.10,22.0,1002
147,22.10,22.0,1002
148,22.10,21.89,1002
149,22.10,21.89,1005
150,22.20,21.89,1005
151,22.20,21.89,1003
152,22.20,21.89,1002
153,22.20,21.89,997
154,22.20,21.89,993
155,22.29,21.89,991
156,22.29,21.89,987
157,22.29,21.89,984
158,22.29,21.79,986
159,22.29,21.79,987
160,22.29,21.79,986
161,22.29,21.79,989
162,22.39,21.79,991
163,22.39,21.79,990
164,22.39,21.70,995
165,22.39,21.70,995
166,22.39,21.70,996
167,22.39,21.70,996
168,22.39,21.70,996
169,22.50,21.79,994
170,22.50,21.79,994
171,22.50,21.79,990
172,22.50,21.79,991
173,22.50,21.70,991
174,22.50,21.70,987
175,22.50,21.60,989
176,22.60,21.60,990
177,22.60,21.60,993
178,22.60,21.50,993
179,22.60,21.50,997
180,22.60,21.50,997
181,22.60,21.50,997
182,22.70,21.60,995
183,22.60,21.50,997
184,22.70,21.60,995
185,22.70,21.60,1000
186,22.70,21.50,1001
187,22.70,21.50,1003
188,22.70,21.50,1002
189,22.70,21.39,1003
190,22.70,21.39,1007
191,22.79,21.29,1007
192,22.79,21.29,1007
193,22.79,21.20,1007
194,22.79,21.10,1007
195,22.79,21.10,1003
196,22.89,21.10,1002
197,22.79,21.0,998
198,22.89,21.0,994
199,22.89,21.0,988
200,22.89,21.0,988
201,22.89,21.0,988
202,22.89,21.0,983
203,23.0,21.0,982
204,22.89,20.89,983
205,22.89,20.89,977
206,23.0,20.89,973
207,23.0,20.79,975
208,23.0,20.79,978
209,23.0,20.79,975
210,23.0,20.70,978
211,23.0,20.70,981
212,23.0,20.70,979
213,23.10,20.70,978
214,23.10,20.70,980
215,23.10,20.70,975
216,23.10,20.70,973
217,23.10,20.60,974
218,23.10,20.60,974
219,23.20,20.60,972
220,23.10,20.60,972
221,23.20,20.60,972
222,23.20,20.50,969
223,23.20,20.50,968
224,23.20,20.50,967
225,23.20,20.39,969
226,23.20,20.39,971
227,23.29,20.50,973
228,23.29,20.50,972
229,23.29,20.39,972
230,23.29,20.39,971
231,23.29,20.39,971
232,23.29,20.39,964
233,23.39,20.39,966
234,23.29,20.29,962
235,23.29,20.29,962
236,23.29,20.29,962
237,23.39,20.20,965
238,23.39,20.20,966
239,23.39,20.20,972
240,23.39,20.20,971
241,23.39,20.10,969
242,23.39,20.10,967
243,23.50,20.10,965
244,23.50,20.10,964
245,23.50,20.10,964
246,23.50,20.0,967
247,23.50,20.0,966
248,23.50,20.0,965
249,23.50,20.0,964
250,23.60,20.0,963
251,23.60,20.0,961
252,23.60,20.0,962
253,23.60,20.0,957
254,23.60,19.89,958
255,23.60,19.89,953
256,23.60,19.89,955
257,23.60,19.79,953
258,23.60,19.79,956
259,23.60,19.79,951
260,23.70,19.79,951
261,23.70,19.79,945
262,23.70,19.79,943
263,23.70,19.70,943
264,23.70,19.70,944
265,23.70,19.70,941
266,23.79,19.70,941
267,23.79,19.70,943
268,23.79,19.70,942
269,23.79,19.70,940
270,23.79,19.70,939
271,23.79,19.60,936
272,23.79,19.60,930
273,23.79,19.60,931
274,23.79,19.60,932
275,23.79,19.60,930
276,23.89,19.60,929
277,23.89,19.60,930
278,23.89,19.60,930
279,23.89,19.60,929
280,23.89,19.50,930
281,23.89,19.50,928
282,23.89,19.50,929
283,23.89,19.50,929
284,23.89,19.50,927
285,23.89,19.39,924
286,24.0,19.39,923
287,24.0,19.39,924
288,24.0,19.39,923
289,24.0,19.39,923
290,24.0,19.29,923
291,24.0,19.29,921
292,24.0,19.29,917
293,24.0,19.29,914
294,24.0,19.29,913
295,24.0,19.29,910
296,24.10,19.29,910
297,24.10,19.29,910
298,24.10,19.29,912
299,24.10,19.29,911
300,24.10,19.29,913
301,24.10,19.29,914
302,24.10,19.20,913
303,24.10,19.20,911
304,24.10,19.20,914
305,24.10,19.20,912
306,24.10,19.20,914
307,24.10,19.20,912
308,24.10,19.10,912
309,24.10,19.10,909
310,24.20,19.10,910
311,24.20,19.10,908
312,24.20,19.10,911
313,24.20,19.0,912
314,24.20,19.0,912
315,24.20,19.0,914
316,24.20,19.0,912
317,24.20,19.0,909
318,24.29,19.0,908
319,24.20,19.0,906
320,24.29,19.0,906
321,24.20,18.89,906
322,24.29,18.89,906
323,24.29,18.89,906
324,24.29,18.89,905
325,24.29,18.89,904
326,24.29,18.89,904
327,24.29,18.89,906
328,24.29,18.79,904
329,24.29,18.79,901
330,24.29,18.79,900
331,24.29,18.79,903
332,24.29,18.79,900
333,24.39,18.79,901
334,24.39,18.79,905
335,24.39,18.79,901
336,24.39,18.79,898
337,24.39,18.79,903
338,24.39,18.79,899
339,24.39,18.70,901
340,24.39,18.70,903
341,24.39,18.70,903
342,24.39,18.70,902
343,24.39,18.70,901
344,24.39,18.60,900
345,24.39,18.60,904
346,24.39,18.60,905
347,24.50,18.70,904
348,24.50,18.60,901
349,24.50,18.60,899
350,24.50,18.60,895
351,24.50,18.60,895
352,24.50,18.60,893
353,24.50,18.60,897
354,24.50,18.60,896
355,24.50,18.60,899
356,24.50,18.60,901
357,24.50,18.60,900
358,24.50,18.60,896
359,24.50,18.60,899
360,24.60,18.50,895
361,24.50,18.50,893
362,24.60,18.50,894
363,24.60,18.50,896
364,24.60,18.50,895
365,24.60,18.50,893
366,24.60,18.50,896
367,24.60,18.50,900
368,24.60,18.50,901
369,24.60,18.50,903
370,24.60,18.39,903
371,24.60,18.50,905
372,24.60,18.39,902
373,24.60,18.39,905
374,24.60,18.39,907
375,24.60,18.39,903
376,24.70,18.50,901
377,24.60,18.39,900
378,24.70,18.50,900
379,24.70,18.50,897
380,24.70,18.50,895
381,24.70,18.50,893
382,24.70,18.50,892
383,24.70,18.50,890
384,24.70,18.50,889
385,24.70,18.39,889
386,24.70,18.39,889
387,24.70,18.39,889
388,24.70,18.39,892
389,24.70,18.39,895
390,24.70,18.39,897
391,24.70,18.39,898
392,24.79,18.39,895
393,24.70,18.39,894
394,24.79,18.29,893
395,24.79,18.29,891
396,24.79,18.29,892
397,24.70,18.29,894
398,24.70,18.29,895
